"","PCA_1","PCA_2"
"126",-0.949804054247793,0.0409088379356572
"127",-0.971851325997681,0.0440646008560602
"128",-0.993895456798988,0.0472422278234237
"129",-1.01593803385772,0.0504306180541169
"130",-1.03797713359006,0.0536429573688598
"131",-1.06001283815488,0.0568785022237096
"132",-1.08204537857704,0.0601355203680296
"133",-1.10407486252033,0.0634131477187405
"134",-1.12610049473283,0.0667165635104149
"135",-1.14812532659295,0.0700253127140108
"136",-1.17014717282083,0.0733538750694861
"137",-1.19216777633007,0.0766906472535395
"138",-1.21418714293125,0.0800355722757084
"139",-1.23620361662123,0.083399485936459
"140",-1.25821976337736,0.0867655411072507
"141",-1.28023591013348,0.0901315962780423
"142",-1.30225205688961,0.093497651448834
"143",-1.32426760732236,0.0968676013109343
"144",-1.34628135812856,0.100249288698288
"145",-1.36829407516217,0.103637699822024
"146",-1.39030666226335,0.107026955568207
"147",-1.41231878586251,0.110419219345927
"148",-1.43433058333027,0.113813599648497
"149",-1.45634238079802,0.117207979951067
"150",-1.47835417826578,0.120602360253638
